incident_id,incident_date,sector,region,attack_type,threat_actor,records_affected,downtime_hours,ransom_demand_usd,detection_time_hours,severity_score,response_team_size,regulatory_fine_usd,resolved_within_7_days,data_exfiltration,zero_day_used
INC-00865,2023-06-10,Education,Asia Pacific,DDoS,Cybercriminal Group,16933,20.16,76188,58.34,4.83,18,17626,0,0,0
INC-00866,2024-09-27,Technology,Asia Pacific,DDoS,Cybercriminal Group,906114,34.27,57921,31.3,7.5,9,2787,1,0,0
INC-00867,2021-03-07,Education,Asia Pacific,Supply Chain,State-Sponsored,101585,0.5,33616,43.07,5.23,7,0,0,0,1
INC-00868,2024-07-07,Government,Middle East & Africa,Credential Theft,Insider,71069,28.06,0,41.32,8.16,3,213742,0,1,0
INC-00869,2022-05-14,Education,Latin America,Phishing,Hacktivist,109775,20.25,78966,18.74,3.99,9,16449,0,0,0
INC-00870,2021-04-11,Retail,Asia Pacific,Insider Threat,Hacktivist,82975,29.8,74732,26.32,6.43,16,3861,0,1,0
INC-00871,2023-04-03,Healthcare,Latin America,Credential Theft,Cybercriminal Group,488885,34.68,0,16.48,9.06,7,60048,0,1,0
INC-00872,2021-03-31,Technology,Europe,DDoS,Unknown,3712,43.36,16313,68.25,8.2,11,0,0,0,0
INC-00873,2022-12-21,Government,Europe,Phishing,Cybercriminal Group,36373,40.03,26886,23.27,7.64,15,158691,0,1,0
INC-00874,2022-12-12,Healthcare,Europe,Supply Chain,Unknown,83786,31.97,9972,74.6,6.43,10,97681,0,1,0
INC-00875,2022-08-13,Finance,Asia Pacific,DDoS,Hacktivist,764679,6.41,43934,57.32,7.05,11,0,0,0,0
INC-00876,2024-01-15,Finance,Latin America,Insider Threat,State-Sponsored,100027,29.57,40511,5.77,8.03,7,132474,0,1,1
INC-00877,2023-09-21,Education,Asia Pacific,Supply Chain,Cybercriminal Group,397558,9.39,9267,21.2,5.71,10,0,1,1,0
INC-00878,2024-01-19,Energy,Europe,Insider Threat,Unknown,9763,17.89,56185,50.77,2.67,13,0,0,0,0
INC-00879,2022-08-28,Education,Asia Pacific,Credential Theft,Hacktivist,65859,30.04,87867,37.13,7.03,9,0,0,1,0
INC-00880,2024-12-23,Education,Middle East & Africa,Supply Chain,Insider,92741,33.33,0,45.91,5.93,9,22649,0,1,0
INC-00881,2021-11-04,Retail,Europe,Supply Chain,Hacktivist,110973,30.93,0,87.83,10,9,0,0,1,1
INC-00882,2022-12-16,Finance,Asia Pacific,Ransomware,Insider,22351,26.58,220021,2.26,5.82,6,0,1,0,0
INC-00883,2023-11-08,Finance,North America,Malware,Cybercriminal Group,22376,16.0,25753,1,5.75,11,10364,1,0,0
INC-00884,2021-02-20,Government,Middle East & Africa,DDoS,Unknown,14765,39.6,52984,17.34,7.23,3,0,0,0,1
INC-00885,2023-08-15,Healthcare,Europe,Insider Threat,Hacktivist,75113,33.05,5330,35.68,7.48,13,165291,1,1,0
INC-00886,2023-06-23,Finance,Asia Pacific,Insider Threat,Cybercriminal Group,288900,22.66,32704,50.3,6.64,15,0,0,1,0
INC-00887,2021-03-11,Energy,Latin America,Phishing,Insider,23497,40.14,57372,60.92,5.96,15,0,0,0,0
INC-00888,2022-08-19,Energy,Europe,Ransomware,Cybercriminal Group,25643,30.37,0,26.85,7.67,5,66931,1,1,0
INC-00889,2021-04-09,Manufacturing,Asia Pacific,Phishing,Unknown,185219,31.94,140144,7.51,4.69,9,8008,1,0,0
INC-00890,2024-08-26,Energy,Europe,Phishing,Cybercriminal Group,102406,21.12,0,44.04,6.26,9,10945,0,1,0
INC-00891,2022-06-05,Finance,Latin America,Malware,Cybercriminal Group,16537,21.65,84758,50.95,7.91,16,0,0,1,1
INC-00892,2022-07-25,Healthcare,Latin America,Credential Theft,Unknown,29684,33.96,17844,13.15,5.61,6,22256,0,0,0
INC-00893,2022-10-01,Retail,Latin America,Phishing,Insider,35036,0.5,60459,68.19,3.98,11,1060,0,0,0
INC-00894,2021-06-02,Healthcare,Asia Pacific,Malware,Cybercriminal Group,244810,60.78,44686,33.37,10,4,36748,0,0,1
INC-00895,2024-07-06,Manufacturing,Middle East & Africa,Malware,State-Sponsored,435410,12.75,1476,28.18,3.64,9,4880,1,0,0
INC-00896,2025-01-26,Education,Europe,DDoS,Cybercriminal Group,58843,35.6,39353,23.47,4.15,5,33509,1,0,0
INC-00897,2021-12-03,Healthcare,Latin America,DDoS,Unknown,40456,28.24,31374,8.92,4.28,17,84133,1,0,0
INC-00898,2024-10-31,Healthcare,Europe,Insider Threat,Cybercriminal Group,37275,23.69,0,48.81,8.72,6,169593,0,1,0
INC-00899,2024-12-11,Technology,North America,Insider Threat,Unknown,7654,43.04,93362,49.48,7.52,13,0,0,1,0
INC-00900,2024-08-11,Retail,Asia Pacific,Insider Threat,Unknown,43703,26.24,0,51.52,7.25,8,0,0,1,0
INC-00901,2023-05-26,Technology,Middle East & Africa,Ransomware,Hacktivist,96638,20.03,226224,67.83,4.82,11,0,0,1,0
INC-00902,2021-03-19,Finance,North America,Credential Theft,Cybercriminal Group,71438,58.64,94617,16.42,7.12,9,26544,0,0,0
INC-00903,2023-03-07,Technology,Europe,Phishing,State-Sponsored,171534,48.23,21830,48.73,8.52,2,0,0,1,0
INC-00904,2021-06-10,Finance,Europe,Malware,Cybercriminal Group,112769,51.42,100183,32.19,10,9,0,0,1,1
INC-00905,2024-09-24,Manufacturing,Europe,Insider Threat,Hacktivist,160944,31.06,72255,25.93,5.04,8,1089,0,0,0
INC-00906,2021-03-15,Energy,North America,Supply Chain,State-Sponsored,647564,10.32,105188,1,3.77,13,0,0,0,0
INC-00907,2021-12-24,Finance,Asia Pacific,Phishing,Unknown,51541,6.16,6530,79.56,3.99,9,0,1,0,0
INC-00908,2021-07-10,Government,Europe,Ransomware,State-Sponsored,88256,22.5,355014,21.28,6.56,7,50379,0,1,0
INC-00909,2021-04-21,Finance,North America,Credential Theft,Hacktivist,737224,43.31,50031,39.27,10,6,76712,1,1,0
INC-00910,2023-10-16,Retail,Middle East & Africa,Ransomware,Cybercriminal Group,38899,26.98,117487,24.68,6.93,8,0,0,1,0
INC-00911,2023-12-11,Government,Middle East & Africa,Malware,Insider,20106,35.67,42712,1,6.18,8,0,0,0,0
INC-00912,2023-04-13,Manufacturing,Europe,Insider Threat,Unknown,31329,21.56,0,62.44,7.44,7,41690,0,1,0
INC-00913,2023-02-14,Technology,Middle East & Africa,Supply Chain,Insider,9035,56.84,92465,25.81,6.94,10,0,1,0,0
INC-00914,2021-01-10,Government,Middle East & Africa,Ransomware,State-Sponsored,123375,27.52,50091,1,6.74,9,75354,0,1,0
INC-00915,2021-11-19,Manufacturing,Latin America,Insider Threat,State-Sponsored,27435,32.9,141272,36.84,5.96,15,26904,0,1,0
INC-00916,2024-04-30,Education,Asia Pacific,Credential Theft,Hacktivist,20486,54.62,18546,1,5.89,9,69657,0,0,0
INC-00917,2024-06-20,Healthcare,North America,Supply Chain,Insider,433271,20.26,72260,49.21,5.21,11,8161,1,0,0
INC-00918,2023-10-11,Education,Latin America,Credential Theft,Unknown,49825,0.5,0,1,4.69,12,48767,0,1,0
INC-00919,2023-05-05,Education,Latin America,DDoS,Cybercriminal Group,101564,25.87,11863,54.06,5.6,12,70425,0,0,0
INC-00920,2021-08-26,Healthcare,North America,DDoS,Hacktivist,134456,0.5,0,47.15,3.84,13,58580,0,0,0
INC-00921,2024-10-21,Energy,Middle East & Africa,Ransomware,Cybercriminal Group,683295,27.09,156147,46.34,6.97,2,16994,1,1,0
INC-00922,2025-02-24,Manufacturing,North America,Phishing,Unknown,16078,8.61,0,50.89,5.0,8,12364,1,1,0
INC-00923,2024-12-15,Healthcare,Middle East & Africa,Phishing,Insider,84300,70.84,0,68.25,8.7,4,2208,0,0,0
INC-00924,2022-12-02,Finance,Middle East & Africa,Ransomware,Unknown,134842,0.5,4238,10.93,4.41,16,20805,1,0,0
INC-00925,2023-09-14,Energy,North America,Phishing,Insider,98926,35.86,17947,45.7,5.52,14,0,0,0,0
INC-00926,2023-05-24,Technology,North America,Insider Threat,Insider,266628,19.79,79691,1,6.09,15,16396,1,1,0
INC-00927,2023-05-08,Education,Asia Pacific,DDoS,Insider,80835,5.41,42024,6.98,2.19,9,31947,1,0,0
INC-00928,2023-12-12,Manufacturing,North America,DDoS,Insider,24068,29.86,135482,4.58,5.07,8,9085,0,0,0
INC-00929,2024-11-22,Finance,Asia Pacific,Malware,Insider,130204,8.22,0,28.76,4.18,10,0,0,0,0
INC-00930,2022-04-15,Technology,Middle East & Africa,Malware,State-Sponsored,37855,19.77,0,42.32,4.39,12,0,0,0,0
INC-00931,2024-09-09,Manufacturing,Latin America,Ransomware,Cybercriminal Group,197420,22.27,295826,31.22,6.76,9,0,1,1,1
INC-00932,2021-03-13,Education,Asia Pacific,Malware,Insider,599979,32.27,70053,20.54,6.01,3,0,0,0,0
INC-00933,2022-11-24,Retail,Latin America,Ransomware,State-Sponsored,64063,21.98,64176,38.72,6.48,10,0,0,1,0
INC-00934,2024-10-04,Retail,Latin America,Insider Threat,Unknown,281681,36.4,37750,42.09,6.84,7,0,0,1,0
INC-00935,2023-06-04,Finance,Latin America,Phishing,Hacktivist,20613,35.66,90661,54.01,6.75,12,22437,1,0,0
INC-00936,2023-12-23,Manufacturing,Europe,Phishing,Cybercriminal Group,43145,20.09,0,27.53,3.91,10,2396,1,0,0
INC-00937,2023-05-15,Education,Asia Pacific,Insider Threat,State-Sponsored,453083,0.5,0,44.26,4.91,11,0,0,1,0
INC-00938,2023-05-18,Manufacturing,Middle East & Africa,Ransomware,State-Sponsored,72747,52.07,49102,65.45,8.48,18,0,1,1,0
INC-00939,2025-03-12,Manufacturing,Middle East & Africa,Malware,Cybercriminal Group,141148,43.99,31108,10.35,5.6,7,0,0,0,0
INC-00940,2022-05-15,Government,Latin America,DDoS,Cybercriminal Group,158718,30.99,0,36.44,5.08,8,0,0,0,0
INC-00941,2023-10-21,Finance,Latin America,Insider Threat,Unknown,71951,43.66,0,6.38,5.89,11,62465,1,0,0
INC-00942,2023-05-12,Healthcare,Middle East & Africa,Insider Threat,Insider,16867,38.03,3274,17.25,8.86,17,0,0,1,0
INC-00943,2024-04-20,Energy,Latin America,Credential Theft,Hacktivist,534221,14.07,14655,24.72,6.91,10,62144,0,1,0
INC-00944,2021-12-10,Technology,Middle East & Africa,DDoS,Hacktivist,19395,11.55,6695,9.15,4.64,4,25985,1,0,1
INC-00945,2022-12-29,Retail,Middle East & Africa,Ransomware,Hacktivist,63621,12.93,94135,71.48,6.89,15,2653,0,1,0
INC-00946,2021-09-03,Finance,Latin America,Malware,Cybercriminal Group,29008,0.5,19735,44.16,3.78,9,0,1,0,0
INC-00947,2022-04-28,Government,Europe,Supply Chain,State-Sponsored,49890,41.61,95028,67.92,6.99,14,142730,0,1,0
INC-00948,2025-03-25,Finance,Europe,Insider Threat,Hacktivist,123953,20.62,0,27.54,8.98,6,0,0,1,0
INC-00949,2023-08-04,Energy,Europe,Supply Chain,State-Sponsored,34396,60.75,0,20.12,9.69,14,0,0,1,1
INC-00950,2022-02-05,Government,North America,DDoS,Insider,474239,45.45,86857,37.49,7.91,9,45623,0,0,0
INC-00951,2022-02-26,Retail,North America,Ransomware,State-Sponsored,4476,24.95,45882,40.8,5.61,12,27182,0,1,0
INC-00952,2024-12-30,Government,North America,Phishing,Cybercriminal Group,310318,1.39,5126,43.25,4.6,12,32018,0,0,0
INC-00953,2023-11-08,Healthcare,Europe,DDoS,Hacktivist,242501,20.25,0,51.16,5.47,15,0,1,0,0
INC-00954,2024-02-12,Retail,North America,DDoS,Unknown,8122,28.15,0,34.56,6.75,7,22216,1,1,0
INC-00955,2024-01-17,Finance,Middle East & Africa,Insider Threat,Unknown,27726,24.5,75536,71.59,6.75,10,0,0,1,0
INC-00956,2025-02-09,Healthcare,Latin America,Insider Threat,Cybercriminal Group,192767,48.19,142533,63.02,8.31,12,0,1,1,0
INC-00957,2021-05-30,Finance,Latin America,DDoS,State-Sponsored,9292,11.49,139998,60.07,6.25,17,0,0,0,0
INC-00958,2021-11-06,Healthcare,Asia Pacific,Credential Theft,Hacktivist,326620,27.82,111598,38.41,5.55,12,0,1,0,0
INC-00959,2021-04-12,Finance,North America,Credential Theft,Unknown,129255,44.96,104080,18.58,8.3,9,191945,0,1,0
INC-00960,2024-11-24,Education,Asia Pacific,Phishing,Unknown,80821,39.75,0,10.44,6.64,3,29961,0,1,0
INC-00961,2023-02-25,Education,Europe,Insider Threat,Hacktivist,80466,1.77,53271,91.26,5.84,10,16194,0,1,0
INC-00962,2021-07-11,Retail,Asia Pacific,DDoS,State-Sponsored,111567,0.5,0,51.35,5.26,13,0,0,1,0
INC-00963,2022-12-11,Government,Asia Pacific,DDoS,Hacktivist,128682,35.85,0,68.4,7.84,9,40673,1,0,0
INC-00964,2022-04-12,Government,North America,Phishing,Cybercriminal Group,38541,19.91,51011,41.87,6.45,5,15329,0,0,0
INC-00965,2023-01-06,Government,Asia Pacific,Insider Threat,State-Sponsored,26832,30.81,29945,33.6,6.71,5,201106,1,1,0
INC-00966,2024-10-20,Manufacturing,Latin America,Malware,Unknown,161311,31.79,23213,71.66,8.86,12,0,0,1,1
INC-00967,2022-04-17,Technology,Asia Pacific,Malware,Hacktivist,303960,24.19,138926,18.15,6.15,12,0,1,0,0
INC-00968,2022-10-25,Government,Europe,Ransomware,State-Sponsored,183918,26.14,333886,36.92,7.66,11,22506,0,1,0
INC-00969,2021-07-16,Education,Middle East & Africa,Insider Threat,Cybercriminal Group,25123,0.5,43149,45.12,3.45,16,17360,0,1,0
INC-00970,2021-11-28,Manufacturing,Asia Pacific,Insider Threat,Insider,96424,9.51,105277,64.42,5.0,9,0,1,1,0
INC-00971,2023-11-04,Energy,Europe,Phishing,Cybercriminal Group,71837,30.51,74553,58.05,6.12,4,35790,0,0,0
INC-00972,2024-01-09,Technology,Middle East & Africa,Supply Chain,State-Sponsored,148471,35.9,0,44.84,7.26,14,25646,0,1,0
INC-00973,2023-11-29,Education,Middle East & Africa,Phishing,State-Sponsored,22761,22.18,0,51.74,3.68,14,19012,0,0,0
INC-00974,2021-12-15,Education,Asia Pacific,Malware,State-Sponsored,192114,25.44,138608,56.03,5.02,13,29123,0,0,0
INC-00975,2022-02-24,Healthcare,Middle East & Africa,Supply Chain,State-Sponsored,203505,54.58,54031,2.47,7.99,4,11466,0,1,0
INC-00976,2023-02-11,Technology,North America,Phishing,Hacktivist,85027,60.91,9400,15.53,7.42,3,56836,0,0,0
INC-00977,2022-04-04,Government,Latin America,Credential Theft,Hacktivist,231705,31.1,10131,19.47,7.06,11,130973,0,1,0
INC-00978,2021-03-15,Education,North America,Malware,Unknown,32073,43.77,0,42.83,5.83,12,0,1,0,0
INC-00979,2022-03-16,Healthcare,Latin America,Insider Threat,Hacktivist,53100,29.54,0,32.95,7.79,12,165749,0,1,0
INC-00980,2024-04-22,Government,Asia Pacific,Supply Chain,Cybercriminal Group,21648,12.8,79304,25.47,6.3,16,55177,1,1,0
INC-00981,2022-07-03,Healthcare,Asia Pacific,DDoS,State-Sponsored,148297,1.14,100361,75.78,5.91,9,22981,1,0,0
INC-00982,2021-05-25,Education,Asia Pacific,Supply Chain,Insider,181129,17.98,63728,39.7,6.76,5,38674,1,1,0
INC-00983,2024-05-18,Finance,Latin America,DDoS,Unknown,56954,38.17,29493,49.84,7.02,16,0,0,0,0
INC-00984,2025-02-19,Technology,Europe,Malware,State-Sponsored,46559,39.8,32368,22.36,4.98,2,0,1,0,0
INC-00985,2022-07-19,Retail,Latin America,Supply Chain,State-Sponsored,49312,41.02,0,47.96,4.72,13,0,1,0,0
INC-00986,2024-12-11,Education,Middle East & Africa,Malware,State-Sponsored,74808,9.08,0,76.9,3.94,15,0,0,0,0
INC-00987,2021-08-04,Retail,Latin America,Ransomware,Cybercriminal Group,70109,31.61,301039,24.54,6.56,12,13900,0,1,0
INC-00988,2021-06-14,Retail,North America,DDoS,Cybercriminal Group,28209,42.21,22890,36.63,7.19,3,15617,0,1,0
INC-00989,2022-05-09,Education,Latin America,DDoS,Insider,167221,19.83,25498,47.34,6.26,6,0,0,0,0
INC-00990,2024-05-30,Technology,Asia Pacific,Ransomware,Cybercriminal Group,72931,28.73,73563,14.49,4.76,18,7666,1,0,0
INC-00991,2023-09-05,Manufacturing,Asia Pacific,Phishing,Hacktivist,46811,24.72,41037,54.33,5.15,5,40672,0,0,0
INC-00992,2022-05-11,Education,Middle East & Africa,Credential Theft,Hacktivist,48180,3.22,0,63.35,4.84,16,48468,1,1,0
INC-00993,2024-05-13,Technology,Latin America,DDoS,Hacktivist,103306,52.79,26277,62.87,7.76,12,5500,0,0,0
INC-00994,2024-09-18,Retail,Europe,Malware,Hacktivist,236858,26.47,52947,47.51,6.16,16,44842,0,0,1
INC-00995,2024-08-31,Government,Latin America,Insider Threat,Insider,14526,37.96,78787,35.58,8.62,6,0,0,0,0
INC-00996,2023-10-31,Education,Europe,DDoS,Cybercriminal Group,120019,23.75,56929,3.95,6.68,13,41338,0,1,1
INC-00997,2024-07-04,Healthcare,Middle East & Africa,Malware,Hacktivist,64823,0.95,5750,39.77,6.36,11,28,1,0,1
INC-00998,2021-07-08,Education,Asia Pacific,Phishing,Unknown,15752,36.31,47332,32.36,7.07,13,5016,0,1,0
INC-00999,2022-06-26,Energy,Asia Pacific,Malware,Hacktivist,162510,18.59,12737,42.6,5.67,6,78668,1,1,0
INC-01000,2025-02-23,Retail,North America,Phishing,Cybercriminal Group,15024,20.5,84696,34.79,5.27,7,11525,1,0,0
INC-01001,2023-01-09,Energy,Asia Pacific,DDoS,Hacktivist,905607,10.29,0,15.77,6.46,6,67664,0,0,1
INC-01002,2023-07-01,Manufacturing,Europe,DDoS,State-Sponsored,608957,17.86,0,69.62,6.63,14,0,0,0,0
INC-01003,2024-01-19,Manufacturing,Europe,Supply Chain,Cybercriminal Group,89149,62.3,83002,46.71,7.85,9,6056,1,0,1
INC-01004,2022-08-04,Technology,Middle East & Africa,Malware,Insider,27907,13.24,0,85.18,5.85,9,0,1,0,0
INC-01005,2023-07-05,Healthcare,Middle East & Africa,Malware,Insider,144316,15.46,81143,54.17,5.82,16,30350,0,0,0
INC-01006,2023-06-27,Energy,North America,Insider Threat,Hacktivist,114189,27.33,0,16.15,6.27,10,0,1,1,0
INC-01007,2022-06-09,Healthcare,Latin America,Malware,Hacktivist,290110,39.71,0,20.45,9.66,20,35417,0,1,1
INC-01008,2024-05-03,Education,Latin America,DDoS,Insider,12283,34.09,20203,24.96,4.85,8,38079,0,0,0
INC-01009,2022-09-07,Government,North America,Phishing,Hacktivist,13890,30.96,2792,73.16,8.13,10,60634,0,1,0
INC-01010,2023-02-01,Education,Asia Pacific,DDoS,State-Sponsored,20750,39.74,87111,9.13,3.92,14,32226,0,0,0
INC-01011,2024-11-17,Retail,North America,DDoS,Unknown,11491,60.75,98023,10.15,7.62,8,31601,0,0,0
INC-01012,2024-12-05,Finance,Europe,Malware,Insider,171420,20.61,103045,39.96,7.97,10,6557,0,0,1
INC-01013,2023-02-13,Technology,Middle East & Africa,Credential Theft,Unknown,70987,47.71,29781,30.13,7.58,12,56392,0,1,0
INC-01014,2021-11-05,Finance,Middle East & Africa,DDoS,Unknown,187499,21.25,771,24.8,6.94,13,122189,0,1,0
INC-01015,2021-06-13,Technology,Europe,Ransomware,Cybercriminal Group,135863,0.5,330793,1,3.62,5,59202,1,1,0
INC-01016,2021-07-16,Energy,Latin America,Malware,Cybercriminal Group,232731,18.79,0,17.58,2.35,12,14300,1,0,0
INC-01017,2022-07-19,Manufacturing,North America,Malware,Cybercriminal Group,74676,23.25,52060,28.08,3.32,6,8107,1,0,0
INC-01018,2023-08-29,Healthcare,Latin America,Credential Theft,Unknown,62246,17.82,15363,28.38,4.83,6,6897,1,0,0
INC-01019,2021-06-16,Retail,Middle East & Africa,Phishing,Cybercriminal Group,28285,54.78,67047,38.44,6.11,10,17680,1,0,0
INC-01020,2024-06-10,Finance,North America,Malware,Unknown,7296,25.49,0,33.42,6.63,8,0,0,0,1
INC-01021,2023-10-20,Finance,North America,DDoS,Hacktivist,254624,16.75,40596,1,4.29,2,35222,1,0,0
INC-01022,2024-07-24,Government,Latin America,Credential Theft,Cybercriminal Group,77532,17.39,39797,1,3.95,12,26430,1,0,0
INC-01023,2024-02-26,Retail,Middle East & Africa,DDoS,Cybercriminal Group,12581,0.5,88619,1,2.32,10,0,0,0,0
INC-01024,2023-04-07,Manufacturing,Middle East & Africa,DDoS,State-Sponsored,32719,14.65,63372,10.47,4.38,15,5295,1,0,0
INC-01025,2022-07-06,Retail,Latin America,Malware,State-Sponsored,192221,32.36,64487,48.19,7.11,9,0,0,1,0
INC-01026,2023-01-15,Government,Europe,Malware,State-Sponsored,15718,22.0,17536,25.53,4.79,16,0,1,0,0
INC-01027,2024-12-13,Finance,Latin America,DDoS,Hacktivist,28048,39.6,0,43.17,6.2,5,0,0,0,0
INC-01028,2023-03-21,Education,North America,DDoS,Cybercriminal Group,39034,63.52,0,40.36,7.35,14,67917,0,0,0
INC-01029,2022-12-02,Energy,Latin America,Supply Chain,Insider,35928,27.8,119152,30.12,5.71,8,37467,0,1,0
INC-01030,2021-06-21,Retail,Europe,Supply Chain,State-Sponsored,74731,41.68,0,27.43,6.81,9,32203,0,1,0
INC-01031,2021-10-13,Manufacturing,Europe,Ransomware,Cybercriminal Group,82578,25.22,394952,30.01,5.84,9,34547,1,1,0
INC-01032,2023-05-18,Retail,Middle East & Africa,Insider Threat,Insider,54461,58.83,6613,1,6.27,7,21795,1,0,0
INC-01033,2023-11-09,Finance,Europe,Malware,Cybercriminal Group,6548,0.5,79272,16.56,4.59,9,6615,1,0,0
INC-01034,2021-03-30,Technology,Asia Pacific,Malware,Hacktivist,203868,17.54,1810,22.36,3.15,10,9921,1,0,0
INC-01035,2023-04-16,Finance,Middle East & Africa,Ransomware,Cybercriminal Group,375515,0.5,210190,27.59,6.58,12,47376,1,1,0
INC-01036,2023-06-17,Government,Middle East & Africa,Supply Chain,Insider,250713,24.77,14131,28.2,8.2,15,227448,0,1,1
INC-01037,2022-11-28,Retail,North America,Credential Theft,Cybercriminal Group,203574,38.44,11618,17.27,8.43,13,0,0,1,0
INC-01038,2023-12-20,Finance,Middle East & Africa,Malware,Insider,21084,29.9,0,23.1,5.43,9,24245,1,0,0
INC-01039,2022-02-16,Finance,Europe,DDoS,Hacktivist,174938,55.96,0,31.37,7.62,13,37487,0,0,0
INC-01040,2023-03-14,Education,Europe,Credential Theft,Hacktivist,209349,38.72,0,90.92,8.8,11,4756,1,1,0
INC-01041,2023-03-05,Energy,Asia Pacific,Malware,Unknown,12532,47.13,60218,11.01,8.07,11,51276,0,1,1
INC-01042,2023-03-04,Manufacturing,Middle East & Africa,Malware,Hacktivist,424951,65.68,105154,28.28,9.3,10,0,0,0,1
INC-01043,2023-02-21,Finance,Asia Pacific,Phishing,Unknown,65873,4.28,33360,8.47,3.07,14,0,1,0,0
INC-01044,2022-06-03,Education,Latin America,Insider Threat,Cybercriminal Group,22975,27.28,0,1,7.19,7,36786,0,1,0
INC-01045,2024-02-21,Manufacturing,Latin America,Insider Threat,State-Sponsored,249784,6.3,0,5.56,6.29,6,45572,1,1,0
INC-01046,2022-02-22,Education,Latin America,Supply Chain,Unknown,215543,43.72,0,34.89,8.08,10,7099,0,1,0
INC-01047,2025-03-05,Retail,Europe,Supply Chain,Hacktivist,46685,8.39,33723,58.54,5.67,12,15410,1,1,0
INC-01048,2025-02-06,Finance,North America,Insider Threat,Hacktivist,31085,13.2,24722,6.12,5.62,9,184421,0,1,0
INC-01049,2021-07-26,Finance,Middle East & Africa,Supply Chain,Cybercriminal Group,17413,39.54,64210,59.13,6.76,14,19902,0,0,0
INC-01050,2024-08-30,Technology,Asia Pacific,Supply Chain,Hacktivist,39378,86.7,37268,29.86,10,10,0,0,1,1
INC-01051,2021-03-14,Retail,North America,Ransomware,State-Sponsored,18902,14.29,41427,26.76,3.5,6,20400,0,1,0
INC-01052,2023-05-17,Finance,North America,DDoS,Cybercriminal Group,184575,10.86,80270,15.27,6.87,8,98428,0,1,0
INC-01053,2023-12-19,Energy,Asia Pacific,Malware,Hacktivist,219204,56.37,69983,61.97,9.28,10,48599,0,1,0
INC-01054,2023-10-04,Energy,Europe,Insider Threat,State-Sponsored,16239,45.42,114412,33.5,6.58,10,20164,0,1,0
INC-01055,2024-09-29,Healthcare,Latin America,Supply Chain,State-Sponsored,24407,31.39,38517,24.31,9.56,3,0,1,1,1
INC-01056,2022-09-10,Finance,Middle East & Africa,Phishing,State-Sponsored,197326,41.95,19560,19.63,5.86,13,0,0,0,0
INC-01057,2024-01-29,Retail,Middle East & Africa,Ransomware,Cybercriminal Group,152213,0.5,389676,33.99,3.71,10,0,1,1,0
INC-01058,2021-01-28,Government,Europe,Supply Chain,Hacktivist,118636,20.87,39095,49.96,7.96,8,0,0,0,1
INC-01059,2021-09-13,Healthcare,Middle East & Africa,Phishing,State-Sponsored,35934,52.61,50775,33.44,6.65,18,13370,0,0,0
INC-01060,2023-07-14,Healthcare,Asia Pacific,Insider Threat,Insider,101561,57.68,65954,31.0,8.67,20,16748,1,1,0
INC-01061,2021-04-20,Manufacturing,Asia Pacific,Malware,Insider,62865,2.34,3889,14.63,2.17,7,32876,1,0,0
INC-01062,2021-09-16,Education,North America,Supply Chain,Insider,73993,22.77,33936,11.31,5.51,15,0,1,0,1
INC-01063,2022-11-05,Energy,Latin America,Malware,Cybercriminal Group,109959,12.27,45468,4.56,2.59,6,0,1,0,0
INC-01064,2025-01-04,Retail,Middle East & Africa,Supply Chain,Hacktivist,57945,25.26,0,39.82,5.49,12,0,1,1,0
INC-01065,2024-03-14,Technology,Latin America,Ransomware,Insider,229399,0.5,361637,69.85,5.45,6,11535,1,1,0
INC-01066,2023-07-09,Finance,Europe,Insider Threat,State-Sponsored,20731,24.57,79590,46.31,6.41,5,5964,0,0,0
INC-01067,2024-04-17,Education,Europe,Malware,Insider,68611,10.2,0,20.61,6.35,8,24116,0,1,1
INC-01068,2024-09-11,Government,Middle East & Africa,DDoS,Insider,32282,20.01,0,35.91,5.29,3,198898,1,1,0
INC-01069,2024-06-24,Education,Europe,Ransomware,Cybercriminal Group,9321,12.32,235226,8.76,5.32,10,0,1,1,0
INC-01070,2024-09-29,Education,Europe,DDoS,Insider,387110,48.28,81918,48.71,7.9,11,0,0,0,0
INC-01071,2021-09-24,Technology,North America,Insider Threat,Insider,28585,0.5,40592,38.7,6.51,10,32505,0,1,0
INC-01072,2022-01-30,Manufacturing,Europe,Credential Theft,Unknown,453799,16.34,0,5.26,5.55,9,38144,1,1,0
INC-01073,2021-05-21,Retail,North America,Supply Chain,Insider,149587,51.24,0,42.72,8.26,11,0,0,1,1
INC-01074,2024-11-04,Finance,Asia Pacific,DDoS,Unknown,107057,41.1,100260,18.33,6.85,9,0,0,0,0
INC-01075,2022-12-21,Energy,Asia Pacific,Supply Chain,Unknown,209422,44.35,0,1,5.3,5,3314,0,0,0
INC-01076,2021-06-30,Healthcare,Europe,DDoS,State-Sponsored,180936,25.58,51570,33.55,8.26,14,170867,1,1,0
INC-01077,2022-04-02,Technology,North America,Insider Threat,Cybercriminal Group,317042,22.94,77521,4.0,6.01,13,8746,1,1,0
INC-01078,2023-08-01,Education,Asia Pacific,Supply Chain,Unknown,47649,8.09,19440,41.78,7.7,8,44559,1,1,1
INC-01079,2021-09-28,Healthcare,Latin America,Insider Threat,Unknown,60955,0.5,0,69.85,5.13,12,0,0,1,0
INC-01080,2023-12-05,Technology,Middle East & Africa,DDoS,Cybercriminal Group,57126,21.13,5134,27.25,2.95,9,0,1,0,0
